Course,Book_ID,Topic,Bookclub,Pseudonym,Message,CodePreliminary,Message_Time,Is_Answer,Page
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-13,1. The article's content is really focusing on trying to get the readers to understand that design is more than something we deem aesthetically pleasing. Using the current COVID-19 social distancing practices allows the author to show the reader that design is also functional and in areas that we may feel do not represent the aesthetic of design we typically think of. In order to support the idea of design beyond beauty the author provides a multitude of examples that showcase how design is purposeful in ,Discussion,22.11.2020 15:09,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-13,bo,Incomplete/Typo,22.11.2020 15:09,false,11
EDF6284 P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,edf-06,essent,Incomplete/Typo,22.11.2020 16:36,false,11
EDF6284 P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,edf-06,"1) Design should always serve users, good design is efficient and at times unnoticed. At this time designers have begun addressing the needs of individuals in the current COVID climate.  2) Designs can arguably be measured on their permanence of impact and existence. Small circles in the park to encourage social distancing are low cost and easily removed. Designing new buildings to accommodate working from home, is more expensive and not quick to build or easy to pivot away from. Finding a balance is ",Discussion,22.11.2020 16:36,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-03,I agree with pim-13's take ,Response,22.11.2020 17:36,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-03,"that the article is trying to bring light to a facet of the term ""design"".  The content of the article relates to the design perspective because the author chose to use many examples on a wide spectrum to support the content.  In order to utilize working prototypes for a resilient future one must be flexible and innovative.",Discussion,22.11.2020 17:36,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-14,"1. The article content discusses how design permeates every aspect of our worlds, from small things like tables and chairs to massive systems like global food systems and energy systems. The author talks about how design in the 20th century had a sort of utopian idea of the future, that designing things and developing new technologies will always make our lives better, but then shows how that notion is flawed and our reality in the 21st century is that many of the ways we have designed systems for decades a",Discussion,22.11.2020 22:35,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-14,"*and centuries has led to the catastrophic crises we are facing like climate change and Covid-19, with the example of housing design in cities having so many people living so close together which allowed for the rapid spread of Covid-19. 2. For a resilient future, prototypes will be needed that view humans as a part of the earth rather than a conqueror of the earth. Prototypes for renewable, clean energy like solar panels and electric vehicles should be considered as well as prototypes for sustainable foods",Discussion,22.11.2020 22:38,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-14,"that designers who do care about sustainability have to design for people who might not really care about sustainability or global warming at all. One example of that sort of design that comes to mind is Tesla and their electric vehicles. I'm not an expert on all of the details of Tesla vehicles, but it seems that they are trying to not just make an electric vehicle but to make an electric vehicle that can rival any gas-powered sports car on the market. I've ",Discussion,22.11.2020 22:47,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-14,"@Tatiana Diaz, you bring up a really good point, ",Feedback,22.11.2020 22:47,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-14,"met people who don't care at all about global warming or helping the environment but say they really want to get a Tesla because of how cool they look. It's almost like a way of getting people who don't care about global warming to do something good for the planet, by making it so well designed that the product, such as a Tesla, looks better than and is more appealing than the environmentally harmful alternative, i.e. other gas-powered sports cars that create carbon emissions.",Discussion,22.11.2020 22:48,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-04," on design being context-dependent."" I focused on the ways environment and lifestyle (including work  etc.) interact from a design perspective. Cassandra's phrase better encapsulates the ways it is all interdependent and in constant flux.""",Discussion,23.11.2020 13:29,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-04,I like Cassandra's focus,Feedback,23.11.2020 13:29,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-07,"As stated on page one by designer Charles Eames when asked ?What are the boundaries of design?? Eames responded, ?What are the boundaries of problems?? Design is dependent on the world that surrounds it. The problems that affect us, effect design.",Discussion,26.11.2020 00:11,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-07,"And as far as what prototypes should be considered for a resilient future - oh, maybe an education system that actually seeks to educate children? or maybe a government that is not dependent upon and beholding to big business for its every waking move?",Discussion,26.11.2020 00:14,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-07,What's your take?,Question,26.11.2020 00:20,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-07,"@ Rachel, I 100% agree ",Response,26.11.2020 00:20,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-07,"about factory/industrial farming but do you really think that most people don't care, or do you think that they simply do not understand what is going on? There has been such a white-wash of that type of industry, i.e. visuals and marketing that still show the family farm and product labels that imply a completely different story that what is really happening. I tend to think that the apathy that Americans have about food technology and processing is simply based on a lack of knowledge. ",Discussion,26.11.2020 00:20,false,11
EDF6284 P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,edf-01,"1. We must have to think for the future. If we are thinking about a design that can last years, we can't think of just now. The populations begin to increase, and there will always be people with different capabilities.",Discussion,27.11.2020 18:00,false,11
EDF6284 P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,edf-01,"2. We have to think about designs that are ""green"" and healthy for both humans and the planet.",Discussion,27.11.2020 18:00,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-09,"1. The article discusses how design is a fundamental part of our lives. Everything is related to design, even though it is easy to think of design as just being the layout of a room. The article focuses on designing for a future that is unlikely to be as expected, due to the increasing destruction of the environment. The article discusses how climate change could potentially cause an apocalyptical future in the not-so-distant future.",Discussion,27.11.2020 21:01,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-09,"2. Something that I think is very important and necessary to combat climate change is the cessation of making, buying, and throwing away single-use plastics. Greenhouse gas emissions are also a very big problem. In order to combat this we need to hold giant corporations accountable for contributing to this problem at an alarming rate. The article also talks about a clothing design that grows with the child wearing it. This would help to combat the issue of fast fashion"" and the environmental and human cost used to make clothing. At this point in time  a lot of design is focused on cutting carbon emissions  stopping extinction  and combating the COVID19 virus  among other things. In general  sustainability is a must for creating a better future.""",Discussion,27.11.2020 21:07,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-02,Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Question,28.11.2020 10:47,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-02,"The perspective of design has to be reimagined in this era of Covid-19 and global warming.  These are no longer the plots of a fictional movie or a conspiracy theory.  Thus, besides sustainability, new prototypes have to consider other factors like viability.",Discussion,28.11.2020 11:01,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-13,John thats a really great point ,Feedback,28.11.2020 12:37,false,11
PIM P2,266,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-13,"on how design and being environmentally friendly and sustainable can meet the needs of people interested in both with your example of the tesla. I think can also be influenced in marketing as well not only focusing on sustainability, but also design to really interest people.",Discussion,28.11.2020 12:37,false,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,"because in a way, the previous design models helped to feed the cause of the COVID pandemic.",Discussion, , , 
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,... and then I think we can compose our answer below.,Question, , , 
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Five,pim-30,And how these things are all planned out impacts the environment into which they are placed.,Discussion,19.11.2020 0:01,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Five,pim-30,"1) I think the design perspective is discussed in detail in the article because it impacts how we plan our communities, gatherings, social and living spaces. ",Discussion,19.11.2020 0:01,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Five,pim-30,"2) I'm not sure what is meant by prototypes, ",Discussion,19.11.2020 0:08,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Five,pim-30,but we certainly need to take into consideration the impact our development has on the local and global environment.,Discussion,19.11.2020 0:08,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,pim-21,I'm available through Monday to try to complete this activity.  ,Logistics,21.11.2020 7:47,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,pim-21,Is everyone wiling to schedule a time to get online?,Logistics,21.11.2020 7:47,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,I think we are supposed to chat in the top…,Question,21.11.2020 9:51,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,I am logged into the book/chat.,Greeting,21.11.2020 9:51,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,...and then collaborative write our response below.,Question,21.11.2020 9:51,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,This was a very interesting article.,Discussion,21.11.2020 9:51,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,Good morning.,Greeting,21.11.2020 9:51,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-11,Good morning!,Greeting,21.11.2020 9:54,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-11,Going to jot down some thoughts on this messenger,Greeting,21.11.2020 9:54,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-11,It was super interesting!,Discussion,21.11.2020 9:54,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13, As the article stated ...,Discussion,21.11.2020 9:55,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,"... city designs where people are stacked on top of each other in small, expensive housing is not sustainable and contributed to the spread of the disease.",Discussion,21.11.2020 9:55,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,"Okay, me too …",Response,21.11.2020 9:55,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,...  expensive housing is not sustainable ...,Discussion,21.11.2020 9:55,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,…because I think the article content relates to the design perspective,Discussion,21.11.2020 9:55,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13, I think the article content relates to the design perspective...,Discussion,21.11.2020 9:55,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-13,...  and contributed to the spread of the disease.,Discussion,21.11.2020 9:55,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-11,1.) The article discusses the way in which design always looks forward.,Discussion,21.11.2020 9:57,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-11,. The problem is that designers tend to design towards a future that is better where we have the same resources and less/similar problems. ,Discussion,21.11.2020 9:57,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-11," As we're faced with climate change and catastrophes causes by this kind of design, designers have to start designing towards a future bent on sustainability.",Discussion,21.11.2020 9:57,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-11,Is it okay if I start combining our answers below,Logistics,21.11.2020 9:58,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-11,2.) We should consider prototypes that will create a sustainable future in measurable steps that won't leave people in urban areas or people in poverty behind.,Discussion,21.11.2020 9:58,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-12,Good morning.,Greeting,21.11.2020 9:59,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,dig-12,I think you are correct about where the article stated city designs are where people are stacked on top of each other.,Response,21.11.2020 9:59,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,pim-20,I hope we can meet today Judith :D,Logistics,22.11.2020 7:26,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,pim-23,Prototypes such as multi-functional buildings/spaces should be concerned for a resilient future.,Discussion,23.11.2020 3:57,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-16,This article's content discusses the design perspective of individuals tasked to think about design in a future which is unknown and unpredictable,Discussion,18.11.2020 12:10,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-16,Prototypes that should be considered for a resilient future should include buildings which are environmentally sound ,Discussion,18.11.2020 12:10,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-16,The design perspective is a coherent set of values and aspects emphasized by the designer in a given design situation. ,Discussion,18.11.2020 12:10,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-16,as well as structurally strong enough to deal with the effects of climate changes,Discussion,18.11.2020 12:10,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-16,Ou,Incomplete/Typo,18.11.2020 12:10,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,pim-16, We are experiencing more extreme weather. ,Discussion,18.11.2020 12:10,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,pim-22,Hi group members....,Greeting,18.11.2020 15:09,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,pim-22,how do you want to approach this assignment?,Logistics,18.11.2020 15:09,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Four,dig-19,"Prototypes that should be considered for a resilient future include cars that run on electricity, plexiglass panes to keep people safe in a covid world.",Discussion,18.11.2020 16:59,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Four,dig-19,The article content relates to the design perspective because it talks about design.,Discussion,18.11.2020 16:59,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,dig-14,...and potentially designs that may reverse the current damages we are doing.,Discussion,18.11.2020 17:17,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,dig-14,"With the way things are going, the environment must be a huge factor in considering design for a resilient future.",Discussion,18.11.2020 17:17,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,dig-14,2. Prototypes for the future need to involve both sustainable energies ...,Discussion,18.11.2020 17:17,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,dig-14," As the pandemic has changed so many aspects of life, design perspective must change along with it.",Discussion,18.11.2020 17:17,No,11
DigStorytelling P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,dig-14,1. The article relates to the design perspective because design is always needing to evolve with the world around us.,Discussion,18.11.2020 17:17,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,pim-24,we all responded to the questions and then meshed them together for our final answer.,Logistics,19.11.2020 11:26,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,pim-24,Would that work for everyone?,Logistics,19.11.2020 11:26,No,11
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,pim-24,In previous classes with groups ,Logistics,19.11.2020 11:26,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"I emailed with you and Roger just to try and arrange a time when we can all be in the conversation on here at the same time, as Vanya suggested",Logistics,19.11.2020 12:11,No,1
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,I still have to read the material...,General Comment,19.11.2020 12:11,No,1
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"Roger will not be available Friday or over the weekend, so it would be nice if we could do a synchronous or semi-synchronous collaborative session at some point today.",Logistics,19.11.2020 12:11,No,1
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"Hi Cassie, ",Greeting,19.11.2020 12:11,No,1
PIM P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,pim-22,It works for me...,Response,19.11.2020 15:53,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"Finished the reading, now viewing the YouTube tutorial",Question,19.11.2020 18:36,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,And now considering the questions,Question,19.11.2020 18:44,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Copy, here now",Response,19.11.2020 19:07,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"For part 2, looking through the article for prototype ideas before widening the thought process",General Comment,19.11.2020 19:07,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I thought it was an interesting exploration of future life under the guise of fear as communicated,Discussion,19.11.2020 19:08,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"Hi. Yes, I agree.",Response,19.11.2020 19:09,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,In design it is difficult to design to a future that does not exist and may no longer be relative in our future climate and culture,Discussion,19.11.2020 19:09,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"With the onset of biological, climate and political unrest, where does typical learning occur?",Discussion,19.11.2020 19:11,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"The home life environment will no longer accommodate the typical learner, ",Discussion,19.11.2020 19:12,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,as parents will work to sustain a child will need supervision and technical accommodations to support the training outcomes.,Discussion,19.11.2020 19:12,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,With the individual?,Discussion,19.11.2020 19:12,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Parents unwilling, or unable will be scrutinized for not permitting their student to attend school.",Discussion,19.11.2020 19:13,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Therefore, a learner will need to abide by health guidelines to further their education. ",Discussion,19.11.2020 19:13,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,With political considerations impacting on how the whole in-person versus remote learning scenario is taking place.,Discussion,19.11.2020 19:15,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"issues of remote learning, impacts on children and families",Discussion,19.11.2020 19:15,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"The headgear will accommodate protection from mouth, nose and ear contaminants ;",Discussion,19.11.2020 19:15,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,Wearing full headgear to protect from viral and biological contaminates will be the focus in future education. ,Discussion,19.11.2020 19:15,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"as well as, provide two way communication to the and from the instructor.",Discussion,19.11.2020 19:15,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"Right, ",Response,19.11.2020 19:15,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,so that the family continues to sustain financial support.,Discussion,19.11.2020 19:17,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,Communication is definitely an issue with masks etc. ,Discussion,19.11.2020 19:17,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"Prototypes in this arena, then, relating to in-person but also to e-learning design, of course.",Discussion,19.11.2020 19:17,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"but as the parental support networks erode, especially k-5, parents will insist their children attend school,",Discussion,19.11.2020 19:17,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"The first attempt will be to attend virtual education, ",Discussion,19.11.2020 19:17,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"Yikes, ",Response,19.11.2020 19:17,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"but yes, I can see that.",Response,19.11.2020 19:17,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Just like the flu shot they will be chasing the mutations, but there will not be an inoculation for it",Discussion,19.11.2020 19:19,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"COVID will mutate into COVID-20, 21, 22 and so on. ",Discussion,19.11.2020 19:19,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"So we have to cope and live with it, in some fashion, with adaptations.",Discussion,19.11.2020 19:19,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,students and peers will be the next fall-out when paper masks are communicated as no longer effective.,Discussion,19.11.2020 19:20,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,yes.,Response,19.11.2020 19:20,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"full faced head gear with 5G to connect to networks and send/receive communication from teachers, ",Discussion,19.11.2020 19:20,No,11
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"Some level of augmented reality, too.",Discussion,19.11.2020 19:21,No,11
