Course,Book_ID,Topic,Bookclub,Pseudonym,Message,CodePreliminary,Message_Time,Is_Answer,Page,Response_Number
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,Thanksgiving is around those COVID 'hard conversations',General Comment,19.11.2020 19:49,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,yup!!,Response,19.11.2020 19:50,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"to mask, or not to mask. to eat, or not to eat. indoors, outdoors. out of state visitors.",General Discussion,19.11.2020 19:50,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"yes, I'm sure. ",Response,19.11.2020 19:51,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,gosh,Response,19.11.2020 19:51,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"they can only meet with one person from another household, and only outside, not inside",General Discussion,19.11.2020 19:51,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"Well, my family in England is in a 1-month strict lockdown",General Discussion,19.11.2020 19:51,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,yes,Response,19.11.2020 19:52,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,:),Response,19.11.2020 19:52,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,how would you feel about trying again for the 3 of us early next week?,Logistics,19.11.2020 19:53,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,I want to see if Cassie can get on at some point,Logistics,19.11.2020 19:53,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,deadline is the 25th,Logistics,19.11.2020 19:53,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"so, yes, we can log off if you feel like we're done. ",Logistics,19.11.2020 19:53,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16, I am good with your input,Response,19.11.2020 19:55,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"of course, Thanksgiving week. ",Response,19.11.2020 19:55,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,(super prototype!!),General Comment,19.11.2020 19:55,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,not specified,Response,19.11.2020 19:55,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,and it didn't absolutely have to be everyone at the same time. ,Assignment Instructions,19.11.2020 19:56,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,so anything else could be me / Cassie individually. ,Logistics,19.11.2020 19:56,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,I'm sure she will want to make comments/input.,Logistics,19.11.2020 19:56,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,Are you offline now through Thanksgiving?,Logistics,19.11.2020 19:56,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,I am fine with your input,Response,19.11.2020 19:58,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,If you are fine with me and/or Cassie contributing some more,Logistics,19.11.2020 19:58,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,and then the post-discussion survey,Assignment Instructions,19.11.2020 19:58,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,To write the collaborative response below.,Assignment Instructions,19.11.2020 19:58,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,of course the survey is individual,Assignment Instructions,19.11.2020 19:59,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,I think we cannot avoid it being unfinished until Cassie has contributed.,Logistics,19.11.2020 20:00,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,https://usflearn.instructure.com/courses/1454200/pages/part-2-study-of-online-discussions-deeper-w-slash-less-work-please-open?module_item_id=19552705,Assignment Instructions,19.11.2020 20:01,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"If you're logged into Canvas, the survey link is on this page ",Assignment Instructions,19.11.2020 20:01,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"if you have time to log on again tomorrow, any time before you leave, ",Logistics,19.11.2020 20:02,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,May I suggest ,General Comment,19.11.2020 20:02,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,see if there are any new contributions for you to respond to?,Logistics,19.11.2020 20:02,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,I assume it is. ,Response,19.11.2020 20:02,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,But the survey is separate. use that link and submit that there,Assignment Instructions,19.11.2020 20:02,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,I will commit to making sure all the contributions are done and the 'SUBMITTED' tag is added once that is complete,Logistics,19.11.2020 20:03,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,give me your best time and,Logistics,19.11.2020 20:04,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"unless we hear from Cassie,",Logistics,19.11.2020 20:04,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,we can go with that.,Logistics,19.11.2020 20:04,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"tomorrow, any time is good for me. ",Logistics,19.11.2020 20:04,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16," It feels collaborative in a way that the previous discussion was not, for me",General Comment,19.11.2020 20:04,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,I am really happy that we were able to log on at the same time and do this. ,General Comment,19.11.2020 20:04,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"OK, then we will connect by email after 8am.",Logistics,19.11.2020 20:06,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,thank you :),Discussion Wrap-up,19.11.2020 20:06,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,"Thank you for the positive thought,",General Comment,19.11.2020 20:06,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,Sorry this is left hanging,General Comment,19.11.2020 20:06,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,good night :),Discussion Wrap-up,19.11.2020 20:06,No,11,63
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-01,My assumption is,Content Discussion,20.10.2020 17:06,No,10,31
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-01,that the emphasis on barbarism implies that she sent him to the lion.,Content Discussion,20.10.2020 17:06,No,10,31
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-01,Hello. ,Greeting,20.10.2020 17:06,No,10,31
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-02," Sadly  the barbaric nature of the king and princess is still alive today in crimes of passion.""",Content Discussion,28.10.2020 20:23,No,9,31
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-02,"Her lover would die and never love another."" ",Content Discussion,28.10.2020 20:23,No,9,31
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-02,I loved the addition of ,Feedback,28.10.2020 20:23,No,9,31
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-03,Submitted,Logistics,11.11.2020 12:59,No,8,31
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-03,of the author's word choice of barbarism.,Content Discussion,27.10.2020 17:58,No,10,31
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-03,I agree with Cassandra's noticing ,Response,27.10.2020 17:58,No,10,31
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,SUBMITTED,Logistics,1.11.2020 20:30,No,10,32
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,Maier would be frustrated and angry in 'wasting' his time focusing on someone outside of his design sensibility.,Content Discussion,5.11.2020 12:30,No,8,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,Posen has a flamboyancy that is in stark contrast to Maier's minimalist look.,Content Discussion,5.11.2020 12:30,No,8,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04, I do think it was an error on the part of the reporter to begin the discussion with bringing up another designer.,Content Discussion,5.11.2020 12:30,No,8,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,He thinks highly of himself and his aesthetic.,Content Discussion,5.11.2020 12:30,No,8,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,Well? ,General Question,5.11.2020 12:30,No,8,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,Maier seems to have very definite opinions.,Content Discussion,5.11.2020 12:30,No,8,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04," Posen, in particular, seems drastically different from Maier.",Content Discussion,5.11.2020 12:30,No,8,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,But don’t we have to decide if Maier comes back?,Content Question,8.11.2020 19:31,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,How would the reporter even know how to get out of the building?,Content Question,8.11.2020 19:31,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,"Great questions, Michelle! ",Feedback,8.11.2020 19:31,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,"Maier said he was going to return, but he’s such a jerk.",Content Discussion,8.11.2020 19:31,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,We could stick with the reporter’s perspective.,Content Discussion,8.11.2020 19:31,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,"& that the answer be tied to ""design  in some way.""""",Assignment Instructions,10.11.2020 13:10,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,It sounds like we are all in agreement overall. ,General Comment,10.11.2020 13:10,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,"The assignment asks what happens next"" ",Assignment Instructions,10.11.2020 13:10,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,"(I'm leaning towards he comes back, since that's what he says he was going to do",Content Discussion,10.11.2020 13:11,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,"So, what are our options? ",Assignment Instructions,10.11.2020 13:11,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04, I can think of: A. Maier does not come back or Maier does come back ,Content Discussion,10.11.2020 13:11,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,"(I'm leaning towards him being a jerk, since that is what he is). ",Content Discussion,10.11.2020 13:19,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,B: Maier is helpful and responsive or he is a jerk ,Content Discussion,10.11.2020 13:19,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04," If Maier didn't come back, what would the reporter do?",Content Question,10.11.2020 13:19,No,7,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04, I am starting a draft below,Logistics,14.11.2020 12:17,No,8,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,"OK, guys. ",General Comment,14.11.2020 12:17,No,8,11
DigStorytelling P1,265,"What happens next?  ...and please tie it to design, in some way.",Book Club One,pim-04,Please update with your edits & inputs.,Logistics,14.11.2020 12:17,No,8,11
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04, that the Princess's barbaric traits will lead the princess to send her lover to his death.,Content Discussion,20.10.2020 14:20,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,"She exhibits immaturity and cruelty by fixating on imagined flirtations between ""the lady"" and the princess's lover.",Content Discussion,20.10.2020 14:20,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,that the king's adoration of his daughter would stop him from sending his daughter into the arena.,Content Discussion,20.10.2020 14:20,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,opportun,Incomplete/Typo,20.10.2020 14:20,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,I also agree with Ashley,Response,20.10.2020 14:20,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,I agree with Ashely ,Response,20.10.2020 14:20,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,The story also leads me to think that she is accustomed to having her every wish granted by her father and that she never learned the benefits of compassion.,Content Discussion,20.10.2020 14:20,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,"I had orgininally thought that the king would either keep her secret out of love for his daughter, or out of barbaric pride that she sent her lover to his grizzly death, or a combination of the two. ",Content Discussion,20.10.2020 14:20,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04, I like this idea!,Feedback,20.10.2020 14:21,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,I had not considered Ashley's idea that this experience might be an opportunity for the king to re-examine the practice.,Content Discussion,20.10.2020 14:21,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,"I thought we could all answer the questions in the messaging area (like you & I did), then we can take turns drafting a group response",Logistics,21.10.2020 11:31,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,"I think you are correct, Ashley. ",Response,21.10.2020 11:31,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,What were your thoughts?,Assignment Question,21.10.2020 11:31,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-04,"I could write the first draft based on my interpretation of our answers, then we could take turns editing - round robin style until we are happy with the result",Logistics,21.10.2020 11:31,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,but I figured I might as well add to this,Logistics,2.11.2020 11:16,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05," I have to say, the line of thinking is still technically flawed.",Content Discussion,2.11.2020 11:16,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,"While Jealousy is a strong determinate, Love is often stronger, and it would make sense to allow her lover to live out of love just as much as it would make",Content Discussion,2.11.2020 11:16,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,Love does have a way of changing how we think and make valuable decisions like this one,Content Discussion,2.11.2020 11:16,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,s,Incomplete/Typo,2.11.2020 11:16,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,Just because she comes from a semi-barbaric King does not make her semi-barbaric. ,Content Discussion,2.11.2020 11:16,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,because while I agree with the first part said,Response,2.11.2020 11:16,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,I am late to the discussion ,Opening Statement,2.11.2020 11:16,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,Basing a decision on her lineage is not exactly a strong source in my opinion.,Content Discussion,2.11.2020 11:17,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,The princess has no qualms about her lover dying but,Content Discussion,2.11.2020 11:17,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,"However, basing a decision on her own thought process, that I can get behind",Content Discussion,2.11.2020 11:17,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,and Meg brought and interesting topic of the difference between how the princess rambles on about him opening the door with the lady but barely mentions him opening the door with the tiger.,Content Discussion,2.11.2020 11:17,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,make sense to allow her lover to live out of love just as much as it would make sense for her to have him killed. ,Content Discussion,2.11.2020 11:17,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05, Would the king even entertain that idea given it is his daughter?,Content Question,2.11.2020 11:18,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,What would happen then?,Content Question,2.11.2020 11:18,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,Who knows? ,Content Question,2.11.2020 11:18,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,"As for the second part, only her lover saw her give the signal so the second part is questionable as it would be based on hearsay. ",Content Discussion,2.11.2020 11:18,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,had great grief over her lover in another’s arms.,Content Discussion,2.11.2020 11:18,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,"Without someone seeing her give the signal, they really cannot accuse her of helping him",Content Discussion,2.11.2020 11:18,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-05,"Not to mention that if she had not helped him at all, and he opened the door with the female, would she still be under scrutiny?",Content Discussion,2.11.2020 11:18,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-06,"If the princess possesses the same semi-barbaric trait as her father, then it would seem she directed her lover to the door with the tiger. ",Content Discussion,20.10.2020 9:24,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-06,mor,Incomplete/Typo,20.10.2020 9:24,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-06,"Either way she must love without him, but is she open-hearted enough to allow for him to love another?",Content Discussion,20.10.2020 9:24,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-06,"however, she only comments that a tiger would bring shrieks and blood. From her revealed thoughts, she is ",Content Discussion,20.10.2020 9:24,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-06,"It doesn't appear so. For instance, she discloses great agony, jealousy, and stress about the potential wedding between her lover and the lady behind the door;",Content Discussion,20.10.2020 9:24,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-06,he would have to send his daughter to the arena for a judgement. ,Content Discussion,20.10.2020 9:25,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-06,If the King were to discover that his daughter broke the law by secretly sending her lover towards the door on the right,Content Discussion,20.10.2020 9:25,No,10,32
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-06,"given that it is stressed he is semi-barbaric, he would choose not to send his daughter, whom he loves so dearly, to her potential death.",Content Discussion,20.10.2020 9:25,No,10,32
